contig_id,frag_id,pad_len,real_len,is_reference,pred_class,reliability,prob_bacteria,prob_phage,prob_eukarya,prob_archaea,prob_plasmid,prob_virus
NC_078429.1,NC_078429.1__M__846,846,1154,1,bacteria,0.9999626874923706,0.930771,0.016850,0.010269,0.014538,0.013910,0.013663
NC_078429.1,NC_078429.1__M__896,896,1104,0,bacteria,0.9999595880508423,0.933657,0.016363,0.010243,0.013960,0.014661,0.011116
NC_078429.1,NC_078429.1__M__946,946,1054,0,bacteria,0.9999383687973022,0.934499,0.017071,0.008173,0.014008,0.015118,0.011131
NC_078429.1,NC_078429.1__M__996,996,1004,0,bacteria,0.9999421834945679,0.933593,0.017749,0.008728,0.013593,0.014991,0.011346
NC_078430.1,NC_078430.1__M__684,684,1316,1,bacteria,0.9982535243034363,0.818539,0.028705,0.025928,0.031974,0.024400,0.070455
NC_078430.1,NC_078430.1__M__734,734,1266,0,bacteria,0.9990491271018982,0.901103,0.022206,0.012237,0.021441,0.019194,0.023818
NC_078430.1,NC_078430.1__M__784,784,1216,0,bacteria,0.9993392825126648,0.936376,0.014542,0.007724,0.017566,0.014216,0.009575
NC_078430.1,NC_078430.1__M__834,834,1166,0,bacteria,0.9995399713516235,0.937450,0.014196,0.007833,0.017180,0.014290,0.009051
NC_078430.1,NC_078430.1__M__884,884,1116,0,bacteria,0.9996053576469421,0.921312,0.016921,0.008902,0.020711,0.017429,0.014725
NC_078430.1,NC_078430.1__M__934,934,1066,0,bacteria,0.9993003606796265,0.916837,0.017299,0.009215,0.018025,0.015472,0.023151
NC_078430.1,NC_078430.1__M__984,984,1016,0,bacteria,0.9991641044616699,0.886802,0.022359,0.011805,0.027734,0.024126,0.027174
NC_078432.1,NC_078432.1__M__792,792,1208,1,bacteria,0.9999887943267822,0.607484,0.152148,0.043736,0.062590,0.038532,0.095509
NC_078432.1,NC_078432.1__M__842,842,1158,0,bacteria,0.999988317489624,0.709166,0.098416,0.042147,0.050247,0.025744,0.074281
NC_078432.1,NC_078432.1__M__892,892,1108,0,bacteria,0.9999858140945435,0.557025,0.121634,0.055632,0.051785,0.035951,0.177973
NC_078432.1,NC_078432.1__M__942,942,1058,0,bacteria,0.9999908208847046,0.641899,0.170536,0.039226,0.049770,0.034184,0.064385
NC_078432.1,NC_078432.1__M__992,992,1008,0,bacteria,0.999985933303833,0.718347,0.085417,0.046729,0.040684,0.031166,0.077657
NC_078434.1,NC_078434.1__M__336,336,1664,1,virus,0.9999719858169556,0.035458,0.064392,0.035822,0.029912,0.019198,0.815218
NC_078434.1,NC_078434.1__M__386,386,1614,0,virus,0.999972939491272,0.025303,0.039744,0.026551,0.021833,0.014123,0.872447
NC_078434.1,NC_078434.1__M__436,436,1564,0,virus,0.9999691247940063,0.028194,0.049694,0.032339,0.025568,0.015574,0.848631
NC_078434.1,NC_078434.1__M__486,486,1514,0,virus,0.9999680519104004,0.201243,0.134012,0.080905,0.058104,0.026496,0.499241
NC_078434.1,NC_078434.1__M__536,536,1464,0,virus,0.9999680519104004,0.308935,0.082291,0.082338,0.048500,0.022830,0.455104
NC_078434.1,NC_078434.1__M__586,586,1414,0,virus,0.999941349029541,0.200335,0.066637,0.071400,0.038652,0.019334,0.603642
NC_078434.1,NC_078434.1__M__636,636,1364,0,virus,0.9999202489852905,0.149250,0.059248,0.106822,0.035485,0.017920,0.631275
NC_078434.1,NC_078434.1__M__686,686,1314,0,virus,0.9999104738235474,0.314746,0.086366,0.113613,0.049027,0.025622,0.410625
NC_078434.1,NC_078434.1__M__736,736,1264,0,virus,0.9998995065689087,0.228445,0.095814,0.164850,0.050308,0.030057,0.430527
NC_078434.1,NC_078434.1__M__786,786,1214,0,virus,0.9998780488967896,0.154545,0.090884,0.107366,0.045425,0.023802,0.577977
NC_078434.1,NC_078434.1__M__836,836,1164,0,bacteria,0.9999138116836548,0.411764,0.097578,0.104634,0.060449,0.030745,0.294830
NC_078434.1,NC_078434.1__M__886,886,1114,0,virus,0.9999449253082275,0.265272,0.133263,0.085782,0.061153,0.027811,0.426719
NC_078434.1,NC_078434.1__M__936,936,1064,0,bacteria,0.9999386072158813,0.441550,0.136937,0.106380,0.066563,0.032527,0.216042
NC_078434.1,NC_078434.1__M__986,986,1014,0,bacteria,0.9999618530273438,0.467416,0.184299,0.097578,0.063541,0.031819,0.155346
NC_078436.1,NC_078436.1__M__851,851,1149,1,bacteria,0.9999243021011353,0.299192,0.103889,0.133587,0.129252,0.037250,0.296830
NC_078436.1,NC_078436.1__M__901,901,1099,0,bacteria,0.9999538660049438,0.394238,0.086033,0.110803,0.110982,0.035732,0.262211
NC_078436.1,NC_078436.1__M__951,951,1049,0,virus,0.9999555349349976,0.270365,0.075163,0.086924,0.085628,0.030104,0.451817
NC_078439.1,NC_078439.1__M__961,961,1039,1,bacteria,0.9991849064826965,0.446905,0.044481,0.038376,0.045969,0.023154,0.401116
NC_078442.1,NC_078442.1__M__343,343,1657,1,bacteria,0.9999935626983643,0.489159,0.246916,0.052840,0.060140,0.048081,0.102865
NC_078442.1,NC_078442.1__M__393,393,1607,0,bacteria,0.999991774559021,0.331184,0.272411,0.114587,0.093082,0.048891,0.139844
NC_078442.1,NC_078442.1__M__443,443,1557,0,phage,0.9999914169311523,0.283013,0.330913,0.089695,0.081723,0.049623,0.165034
NC_078442.1,NC_078442.1__M__493,493,1507,0,bacteria,0.9999934434890747,0.314453,0.254420,0.119097,0.107858,0.042276,0.161896
NC_078442.1,NC_078442.1__M__543,543,1457,0,bacteria,0.9999953508377075,0.492406,0.215121,0.065840,0.060442,0.038587,0.127603
NC_078442.1,NC_078442.1__M__593,593,1407,0,bacteria,0.9999946355819702,0.538272,0.203213,0.061195,0.063227,0.035327,0.098768
NC_078442.1,NC_078442.1__M__643,643,1357,0,bacteria,0.999993085861206,0.724295,0.148378,0.028273,0.036318,0.030893,0.031843
NC_078442.1,NC_078442.1__M__693,693,1307,0,bacteria,0.999992847442627,0.620011,0.238373,0.036883,0.038332,0.031878,0.034524
NC_078442.1,NC_078442.1__M__743,743,1257,0,bacteria,0.9999885559082031,0.811924,0.089248,0.022726,0.027290,0.023069,0.025743
NC_078442.1,NC_078442.1__M__793,793,1207,0,bacteria,0.9999783039093018,0.774447,0.096548,0.025256,0.032119,0.028027,0.043603
NC_078442.1,NC_078442.1__M__843,843,1157,0,bacteria,0.9999725818634033,0.497657,0.339410,0.033842,0.041234,0.038312,0.049545
NC_078442.1,NC_078442.1__M__893,893,1107,0,bacteria,0.9999673366546631,0.482456,0.279900,0.041474,0.051254,0.036548,0.108368
NC_078442.1,NC_078442.1__M__943,943,1057,0,bacteria,0.9999592304229736,0.578724,0.219488,0.038312,0.051214,0.036239,0.076023
NC_078442.1,NC_078442.1__M__993,993,1007,0,bacteria,0.999933123588562,0.691783,0.138133,0.028871,0.040266,0.034948,0.066000
NC_078444.1,NC_078444.1__M__731,731,1269,1,eukarya,0.9996485710144043,0.103490,0.054703,0.685808,0.043561,0.020815,0.091623
NC_078444.1,NC_078444.1__M__781,781,1219,0,eukarya,0.9996960163116455,0.105071,0.048709,0.655150,0.042471,0.021404,0.127195
NC_078444.1,NC_078444.1__M__831,831,1169,0,bacteria,0.9997795224189758,0.307373,0.089819,0.295909,0.112053,0.029407,0.165439
NC_078444.1,NC_078444.1__M__881,881,1119,0,bacteria,0.9999344348907471,0.336566,0.138858,0.210363,0.103434,0.032703,0.178075
NC_078444.1,NC_078444.1__M__931,931,1069,0,bacteria,0.9999563694000244,0.416676,0.135359,0.137333,0.142506,0.029674,0.138452
NC_078444.1,NC_078444.1__M__981,981,1019,0,virus,0.9998899698257446,0.244313,0.113913,0.234438,0.075417,0.027092,0.304826
NC_078445.1,NC_078445.1__M__443,443,1557,1,virus,0.9999032020568848,0.165987,0.208951,0.101299,0.082227,0.039654,0.401882
NC_078445.1,NC_078445.1__M__493,493,1507,0,virus,0.9998953342437744,0.133800,0.123284,0.144434,0.067863,0.034289,0.496329
NC_078445.1,NC_078445.1__M__543,543,1457,0,virus,0.9999005794525146,0.101126,0.106690,0.078062,0.081687,0.031278,0.601157
NC_078445.1,NC_078445.1__M__593,593,1407,0,virus,0.9999042749404907,0.109667,0.159926,0.074649,0.074750,0.032005,0.549003
NC_078445.1,NC_078445.1__M__643,643,1357,0,virus,0.9999088048934937,0.093755,0.274817,0.119542,0.091751,0.036343,0.383791
NC_078445.1,NC_078445.1__M__693,693,1307,0,virus,0.9998419284820557,0.126569,0.195381,0.061686,0.051397,0.046443,0.518523
NC_078445.1,NC_078445.1__M__743,743,1257,0,virus,0.9998898506164551,0.166203,0.230258,0.052201,0.055567,0.043864,0.451907
NC_078445.1,NC_078445.1__M__793,793,1207,0,virus,0.9999479055404663,0.177722,0.257677,0.046867,0.058654,0.045353,0.413728
NC_078445.1,NC_078445.1__M__843,843,1157,0,phage,0.9999560117721558,0.226999,0.409174,0.036965,0.061636,0.045835,0.219392
NC_078445.1,NC_078445.1__M__893,893,1107,0,bacteria,0.9999396800994873,0.365507,0.331071,0.035716,0.082095,0.037357,0.148255
NC_078445.1,NC_078445.1__M__943,943,1057,0,bacteria,0.9999359846115112,0.466133,0.307711,0.034109,0.089192,0.038043,0.064812
NC_078445.1,NC_078445.1__M__993,993,1007,0,bacteria,0.9999316930770874,0.369373,0.144083,0.071751,0.112296,0.043334,0.259164
NC_078446.1,NC_078446.1__M__335,335,1665,1,virus,0.9999141693115234,0.092472,0.068772,0.049681,0.045340,0.025092,0.718642
NC_078446.1,NC_078446.1__M__385,385,1615,0,virus,0.9999305009841919,0.102650,0.047724,0.038895,0.039023,0.021038,0.750671
NC_078446.1,NC_078446.1__M__435,435,1565,0,virus,0.9999394416809082,0.087915,0.060209,0.040384,0.044047,0.023137,0.744308
NC_078446.1,NC_078446.1__M__485,485,1515,0,virus,0.9999083280563354,0.114264,0.062524,0.055127,0.052160,0.027402,0.688524
NC_078446.1,NC_078446.1__M__535,535,1465,0,virus,0.9998922348022461,0.087292,0.060245,0.060325,0.044028,0.022570,0.725539
NC_078446.1,NC_078446.1__M__585,585,1415,0,virus,0.9998351335525513,0.066325,0.039897,0.044386,0.031264,0.016047,0.802081
NC_078446.1,NC_078446.1__M__635,635,1365,0,virus,0.9998133778572083,0.058198,0.034604,0.039165,0.028270,0.012858,0.826905
NC_078446.1,NC_078446.1__M__685,685,1315,0,virus,0.9998489618301392,0.098069,0.050647,0.054530,0.038222,0.016724,0.741808
NC_078446.1,NC_078446.1__M__735,735,1265,0,virus,0.9998947381973267,0.102797,0.047088,0.050885,0.047373,0.016699,0.735158
NC_078446.1,NC_078446.1__M__785,785,1215,0,virus,0.9998626708984375,0.124278,0.055084,0.064693,0.052614,0.017378,0.685954
NC_078446.1,NC_078446.1__M__835,835,1165,0,virus,0.9998964071273804,0.098460,0.056236,0.065873,0.044794,0.017579,0.717057
NC_078446.1,NC_078446.1__M__885,885,1115,0,virus,0.9999195337295532,0.236080,0.096641,0.082795,0.063093,0.028837,0.492554
NC_078446.1,NC_078446.1__M__935,935,1065,0,bacteria,0.9999146461486816,0.524639,0.081064,0.049048,0.055514,0.038837,0.250899
NC_078446.1,NC_078446.1__M__985,985,1015,0,bacteria,0.99991774559021,0.654216,0.088252,0.050675,0.046772,0.031656,0.128430
NC_078461.1,NC_078461.1__M__141,141,1859,1,bacteria,0.9973846077919006,0.401074,0.367573,0.079253,0.031057,0.096522,0.024522
NC_078461.1,NC_078461.1__M__191,191,1809,0,bacteria,0.9979130625724792,0.669592,0.147983,0.074024,0.027522,0.058534,0.022345
NC_078461.1,NC_078461.1__M__241,241,1759,0,bacteria,0.9986916184425354,0.699194,0.131980,0.073520,0.027918,0.046837,0.020551
NC_078461.1,NC_078461.1__M__291,291,1709,0,bacteria,0.9979503750801086,0.763648,0.104593,0.038353,0.023018,0.052245,0.018143
NC_078461.1,NC_078461.1__M__341,341,1659,0,bacteria,0.9992656111717224,0.837382,0.056901,0.026320,0.019636,0.045515,0.014246
NC_078461.1,NC_078461.1__M__391,391,1609,0,bacteria,0.9983730316162109,0.822626,0.061534,0.038317,0.021910,0.039278,0.016336
NC_078461.1,NC_078461.1__M__441,441,1559,0,bacteria,0.9985332489013672,0.827321,0.069706,0.029250,0.021638,0.037174,0.014911
NC_078461.1,NC_078461.1__M__491,491,1509,0,bacteria,0.9975361824035645,0.871664,0.043096,0.020511,0.019704,0.031674,0.013351
NC_078461.1,NC_078461.1__M__541,541,1459,0,bacteria,0.9962726831436157,0.871031,0.037122,0.015482,0.018709,0.044675,0.012982
NC_078461.1,NC_078461.1__M__591,591,1409,0,bacteria,0.9975616931915283,0.865652,0.050749,0.013366,0.019065,0.037121,0.014045
NC_078461.1,NC_078461.1__M__641,641,1359,0,bacteria,0.9986811280250549,0.905647,0.028539,0.012712,0.016324,0.023698,0.013080
NC_078461.1,NC_078461.1__M__691,691,1309,0,bacteria,0.9984493255615234,0.895353,0.031921,0.012532,0.015879,0.031678,0.012638
NC_078461.1,NC_078461.1__M__741,741,1259,0,bacteria,0.998815655708313,0.867254,0.061993,0.014795,0.018736,0.022717,0.014505
NC_078461.1,NC_078461.1__M__791,791,1209,0,bacteria,0.9991355538368225,0.911141,0.026047,0.014440,0.016373,0.016483,0.015516
NC_078461.1,NC_078461.1__M__841,841,1159,0,bacteria,0.9995050430297852,0.916836,0.025587,0.012829,0.015661,0.014584,0.014503
NC_078461.1,NC_078461.1__M__891,891,1109,0,bacteria,0.9993610978126526,0.884670,0.051153,0.013697,0.016872,0.019247,0.014362
NC_078461.1,NC_078461.1__M__941,941,1059,0,bacteria,0.9994956254959106,0.900473,0.036077,0.014881,0.016738,0.016818,0.015013
NC_078461.1,NC_078461.1__M__991,991,1009,0,bacteria,0.9996799230575562,0.916351,0.029442,0.011819,0.014268,0.015845,0.012276
NC_078464.1,NC_078464.1__M__189,189,1811,1,bacteria,0.9998883008956909,0.382768,0.156907,0.300947,0.039935,0.089089,0.030354
NC_078464.1,NC_078464.1__M__239,239,1761,0,bacteria,0.9999496936798096,0.557637,0.174552,0.086444,0.036254,0.119151,0.025962
NC_078464.1,NC_078464.1__M__289,289,1711,0,bacteria,0.9999481439590454,0.435784,0.228452,0.071588,0.040173,0.195275,0.028728
NC_078464.1,NC_078464.1__M__339,339,1661,0,bacteria,0.999962329864502,0.605954,0.172882,0.057810,0.039402,0.099080,0.024872
NC_078464.1,NC_078464.1__M__389,389,1611,0,bacteria,0.999954342842102,0.762961,0.098229,0.039822,0.028656,0.050880,0.019452
NC_078464.1,NC_078464.1__M__439,439,1561,0,bacteria,0.9999655485153198,0.763453,0.117110,0.025664,0.028914,0.046374,0.018485
NC_078464.1,NC_078464.1__M__489,489,1511,0,bacteria,0.9999629259109497,0.794491,0.066249,0.055566,0.029019,0.027770,0.026904
NC_078464.1,NC_078464.1__M__539,539,1461,0,bacteria,0.9999477863311768,0.859450,0.035355,0.037299,0.023179,0.018467,0.026250
NC_078464.1,NC_078464.1__M__589,589,1411,0,bacteria,0.9999393224716187,0.858195,0.041573,0.029669,0.023905,0.023187,0.023471
NC_078464.1,NC_078464.1__M__639,639,1361,0,bacteria,0.9999638795852661,0.886182,0.039189,0.016855,0.020658,0.022611,0.014506
NC_078464.1,NC_078464.1__M__689,689,1311,0,bacteria,0.9999405145645142,0.920114,0.024303,0.012095,0.015675,0.015842,0.011971
NC_078464.1,NC_078464.1__M__739,739,1261,0,bacteria,0.9999386072158813,0.900771,0.032977,0.015571,0.018812,0.018023,0.013846
NC_078464.1,NC_078464.1__M__789,789,1211,0,bacteria,0.9999098777770996,0.823797,0.081543,0.021644,0.025752,0.027562,0.019702
NC_078464.1,NC_078464.1__M__839,839,1161,0,bacteria,0.9999146461486816,0.889737,0.039131,0.016219,0.021069,0.019747,0.014097
NC_078464.1,NC_078464.1__M__889,889,1111,0,bacteria,0.9998824596405029,0.908910,0.030965,0.013701,0.017197,0.016367,0.012861
NC_078464.1,NC_078464.1__M__939,939,1061,0,bacteria,0.9999340772628784,0.830274,0.058566,0.036102,0.030704,0.020916,0.023439
NC_078464.1,NC_078464.1__M__989,989,1011,0,bacteria,0.9999353885650635,0.802327,0.073737,0.039158,0.032811,0.023765,0.028201
NC_078483.1,NC_078483.1__M__212,212,1788,1,virus,0.9984477758407593,0.104924,0.067828,0.311601,0.050736,0.018635,0.446277
NC_078483.1,NC_078483.1__M__262,262,1738,0,virus,0.9985917210578918,0.059112,0.059245,0.251155,0.038426,0.017222,0.574839
NC_078483.1,NC_078483.1__M__312,312,1688,0,virus,0.9992778897285461,0.063409,0.058880,0.181601,0.040729,0.016116,0.639264
NC_078483.1,NC_078483.1__M__362,362,1638,0,virus,0.9991084933280945,0.064368,0.054558,0.162399,0.049091,0.016243,0.653341
NC_078483.1,NC_078483.1__M__412,412,1588,0,virus,0.999202311038971,0.066385,0.056458,0.112311,0.037429,0.013049,0.714368
NC_078483.1,NC_078483.1__M__462,462,1538,0,virus,0.9993942975997925,0.075193,0.040834,0.058782,0.025268,0.009372,0.790551
NC_078483.1,NC_078483.1__M__512,512,1488,0,virus,0.9995463490486145,0.115788,0.052480,0.081360,0.036213,0.011533,0.702627
NC_078483.1,NC_078483.1__M__562,562,1438,0,virus,0.9992049336433411,0.263799,0.182683,0.086642,0.067403,0.021923,0.377549
NC_078483.1,NC_078483.1__M__612,612,1388,0,virus,0.9993811845779419,0.264009,0.115593,0.102438,0.091186,0.023427,0.403346
NC_078483.1,NC_078483.1__M__662,662,1338,0,virus,0.9995299577713013,0.159333,0.086728,0.084288,0.094623,0.019149,0.555878
NC_078483.1,NC_078483.1__M__712,712,1288,0,bacteria,0.9993829727172852,0.389634,0.114165,0.084894,0.114027,0.025565,0.271715
NC_078483.1,NC_078483.1__M__762,762,1238,0,bacteria,0.9991336464881897,0.444557,0.103255,0.077037,0.078860,0.020791,0.275500
NC_078483.1,NC_078483.1__M__812,812,1188,0,virus,0.9994303584098816,0.305069,0.121247,0.103657,0.073510,0.019434,0.377084
NC_078483.1,NC_078483.1__M__862,862,1138,0,bacteria,0.9995132684707642,0.505938,0.080262,0.074593,0.059882,0.020632,0.258692
NC_078483.1,NC_078483.1__M__912,912,1088,0,bacteria,0.9994543194770813,0.711810,0.095852,0.050812,0.048201,0.022382,0.070944
NC_078483.1,NC_078483.1__M__962,962,1038,0,bacteria,0.9997144341468811,0.664100,0.120444,0.044893,0.042895,0.024086,0.103582
NC_078523.1,NC_078523.1__M__505,505,1495,1,bacteria,0.9998481273651123,0.435887,0.072365,0.045196,0.055437,0.023547,0.367568
NC_078523.1,NC_078523.1__M__555,555,1445,0,virus,0.9998670816421509,0.237548,0.105613,0.047430,0.190875,0.028436,0.390099
NC_078523.1,NC_078523.1__M__605,605,1395,0,virus,0.9998672008514404,0.154044,0.095046,0.050673,0.162034,0.027441,0.510762
NC_078523.1,NC_078523.1__M__655,655,1345,0,virus,0.9997782111167908,0.133176,0.082171,0.048469,0.092117,0.025603,0.618464
NC_078523.1,NC_078523.1__M__705,705,1295,0,virus,0.9997828602790833,0.205009,0.120651,0.058611,0.126847,0.032375,0.456507
NC_078523.1,NC_078523.1__M__755,755,1245,0,virus,0.9996793270111084,0.203664,0.107123,0.054138,0.114673,0.028098,0.492305
NC_078523.1,NC_078523.1__M__805,805,1195,0,virus,0.9997699856758118,0.202569,0.093984,0.053751,0.097785,0.026041,0.525869
NC_078523.1,NC_078523.1__M__855,855,1145,0,virus,0.9997525811195374,0.097919,0.060028,0.042860,0.138261,0.023093,0.637839
NC_078523.1,NC_078523.1__M__905,905,1095,0,virus,0.9997062087059021,0.172437,0.074136,0.054489,0.139542,0.026545,0.532852
NC_078523.1,NC_078523.1__M__955,955,1045,0,virus,0.9996082186698914,0.259220,0.094288,0.056735,0.137107,0.032553,0.420096
NC_078525.1,NC_078525.1__M__903,903,1097,1,virus,0.9999364614486694,0.067762,0.038048,0.067991,0.098197,0.016590,0.711412
NC_078525.1,NC_078525.1__M__953,953,1047,0,virus,0.9999444484710693,0.086582,0.066102,0.108778,0.321220,0.024997,0.392321
NC_078526.1,NC_078526.1__M__395,395,1605,1,virus,0.9994375109672546,0.035239,0.094658,0.057664,0.038829,0.027392,0.746219
NC_078526.1,NC_078526.1__M__445,445,1555,0,virus,0.9991652965545654,0.026940,0.077306,0.072681,0.029648,0.021900,0.771526
NC_078526.1,NC_078526.1__M__495,495,1505,0,virus,0.9992555975914001,0.045435,0.146363,0.143987,0.046402,0.030929,0.586884
NC_078526.1,NC_078526.1__M__545,545,1455,0,virus,0.999421238899231,0.053803,0.116420,0.107717,0.045211,0.034803,0.642046
NC_078526.1,NC_078526.1__M__595,595,1405,0,virus,0.9992626309394836,0.055289,0.123501,0.099573,0.046302,0.028664,0.646671
NC_078526.1,NC_078526.1__M__645,645,1355,0,virus,0.9993201494216919,0.068683,0.234811,0.155790,0.066639,0.043142,0.430934
NC_078526.1,NC_078526.1__M__695,695,1305,0,virus,0.9990605711936951,0.071477,0.196888,0.136593,0.079953,0.036515,0.478574
NC_078526.1,NC_078526.1__M__745,745,1255,0,virus,0.999053418636322,0.078211,0.174874,0.103598,0.078402,0.039176,0.525740
NC_078526.1,NC_078526.1__M__795,795,1205,0,virus,0.9989269375801086,0.076021,0.199791,0.113826,0.085150,0.044450,0.480761
NC_078526.1,NC_078526.1__M__845,845,1155,0,virus,0.9992490410804749,0.119584,0.218769,0.117367,0.105244,0.039809,0.399228
NC_078526.1,NC_078526.1__M__895,895,1105,0,virus,0.9987860321998596,0.092163,0.133904,0.121626,0.099820,0.038284,0.514202
NC_078526.1,NC_078526.1__M__945,945,1055,0,virus,0.9976202845573425,0.075982,0.190717,0.118859,0.100413,0.035290,0.478739
NC_078526.1,NC_078526.1__M__995,995,1005,0,virus,0.9988774657249451,0.134548,0.264277,0.108654,0.120188,0.043766,0.328568
NC_078527.1,NC_078527.1__M__125,125,1875,1,bacteria,0.9999797344207764,0.394419,0.078695,0.335936,0.056886,0.034505,0.099559
NC_078527.1,NC_078527.1__M__175,175,1825,0,eukarya,0.9999819993972778,0.229380,0.048587,0.579313,0.040581,0.019926,0.082213
NC_078527.1,NC_078527.1__M__225,225,1775,0,bacteria,0.9999874830245972,0.428489,0.046615,0.326053,0.040197,0.023591,0.135056
NC_078527.1,NC_078527.1__M__275,275,1725,0,bacteria,0.9999891519546509,0.607495,0.044583,0.205992,0.037996,0.024377,0.079557
NC_078527.1,NC_078527.1__M__325,325,1675,0,bacteria,0.9999879598617554,0.634516,0.036714,0.166585,0.030281,0.022879,0.109026
NC_078527.1,NC_078527.1__M__375,375,1625,0,bacteria,0.9999895095825195,0.605446,0.046203,0.172373,0.037931,0.027745,0.110303
NC_078527.1,NC_078527.1__M__425,425,1575,0,bacteria,0.9999929666519165,0.711545,0.047546,0.096944,0.035767,0.029099,0.079099
NC_078527.1,NC_078527.1__M__475,475,1525,0,bacteria,0.9999916553497314,0.691594,0.058096,0.103199,0.039374,0.027580,0.080159
NC_078527.1,NC_078527.1__M__525,525,1475,0,bacteria,0.9999911785125732,0.831215,0.033352,0.046066,0.029759,0.021487,0.038120
NC_078527.1,NC_078527.1__M__575,575,1425,0,bacteria,0.9999904632568359,0.862522,0.028487,0.034817,0.026780,0.018918,0.028476
NC_078527.1,NC_078527.1__M__625,625,1375,0,bacteria,0.999993085861206,0.893222,0.022734,0.020589,0.022208,0.020588,0.020658
NC_078527.1,NC_078527.1__M__675,675,1325,0,bacteria,0.999992847442627,0.869028,0.027544,0.031345,0.025842,0.023228,0.023014
NC_078527.1,NC_078527.1__M__725,725,1275,0,bacteria,0.999994158744812,0.907842,0.020986,0.016473,0.022094,0.017724,0.014881
NC_078527.1,NC_078527.1__M__775,775,1225,0,bacteria,0.999994158744812,0.920947,0.017677,0.014277,0.017738,0.016889,0.012473
NC_078527.1,NC_078527.1__M__825,825,1175,0,bacteria,0.999994158744812,0.921309,0.017540,0.012321,0.019515,0.017067,0.012247
NC_078527.1,NC_078527.1__M__875,875,1125,0,bacteria,0.9999954700469971,0.924794,0.018427,0.010440,0.017248,0.017889,0.011203
NC_078527.1,NC_078527.1__M__925,925,1075,0,bacteria,0.9999945163726807,0.919226,0.019379,0.010987,0.019910,0.019070,0.011429
NC_078527.1,NC_078527.1__M__975,975,1025,0,bacteria,0.9999963045120239,0.903963,0.020780,0.012888,0.029501,0.019932,0.012936
NC_078562.1,NC_078562.1__M__922,922,1078,1,virus,0.9998754262924194,0.131586,0.069653,0.056096,0.048643,0.025513,0.668509
NC_078562.1,NC_078562.1__M__972,972,1028,0,virus,0.9998229146003723,0.294559,0.074372,0.078510,0.058430,0.045723,0.448406
NC_078565.1,NC_078565.1__M__998,998,1002,1,archaea,0.9998733997344971,0.125819,0.051994,0.063871,0.575221,0.029856,0.153239
NC_078570.1,NC_078570.1__M__991,991,1009,1,virus,0.9492900967597961,0.166197,0.030565,0.049413,0.027801,0.013323,0.712701
NC_078572.1,NC_078572.1__M__952,952,1048,1,bacteria,0.9907480478286743,0.434187,0.070600,0.058704,0.126781,0.024510,0.285218
NC_078574.1,NC_078574.1__M__633,633,1367,1,virus,0.9963592886924744,0.106670,0.063620,0.061309,0.036045,0.022566,0.709791
NC_078574.1,NC_078574.1__M__683,683,1317,0,virus,0.9971441626548767,0.121386,0.055661,0.048770,0.037919,0.019155,0.717110
NC_078574.1,NC_078574.1__M__733,733,1267,0,virus,0.9989286065101624,0.116802,0.109333,0.056075,0.049043,0.023895,0.644851
NC_078574.1,NC_078574.1__M__783,783,1217,0,bacteria,0.9995079040527344,0.447471,0.111771,0.044780,0.062034,0.033048,0.300896
NC_078574.1,NC_078574.1__M__833,833,1167,0,bacteria,0.9997422099113464,0.405800,0.108258,0.042064,0.057182,0.032133,0.354563
NC_078574.1,NC_078574.1__M__883,883,1117,0,bacteria,0.9999169111251831,0.614650,0.088142,0.034283,0.047126,0.031801,0.183997
NC_078574.1,NC_078574.1__M__933,933,1067,0,bacteria,0.9999210834503174,0.622267,0.104942,0.031631,0.050117,0.035566,0.155476
NC_078574.1,NC_078574.1__M__983,983,1017,0,bacteria,0.9999750852584839,0.595314,0.088711,0.030093,0.045980,0.036313,0.203589
NC_078577.1,NC_078577.1__M__860,860,1140,1,bacteria,0.9982746839523315,0.488112,0.073798,0.085195,0.054903,0.028641,0.269350
NC_078577.1,NC_078577.1__M__910,910,1090,0,bacteria,0.9986740350723267,0.604008,0.066196,0.068384,0.050605,0.026050,0.184756
NC_078577.1,NC_078577.1__M__960,960,1040,0,bacteria,0.9990656971931458,0.514521,0.067094,0.064233,0.052713,0.023512,0.277928
NC_078578.1,NC_078578.1__M__972,972,1028,1,bacteria,0.9965439438819885,0.909963,0.018107,0.012412,0.022213,0.013906,0.023398
NC_078580.1,NC_078580.1__M__681,681,1319,1,bacteria,0.9997225403785706,0.571908,0.061716,0.138877,0.050030,0.027116,0.150353
NC_078580.1,NC_078580.1__M__731,731,1269,0,bacteria,0.9996474981307983,0.761340,0.043391,0.065724,0.036326,0.025464,0.067754
NC_078580.1,NC_078580.1__M__781,781,1219,0,bacteria,0.999708354473114,0.715121,0.047913,0.088009,0.036373,0.022178,0.090405
NC_078580.1,NC_078580.1__M__831,831,1169,0,bacteria,0.9997794032096863,0.828400,0.040852,0.038019,0.030496,0.023112,0.039122
NC_078580.1,NC_078580.1__M__881,881,1119,0,bacteria,0.9997187256813049,0.640165,0.064703,0.090922,0.051648,0.025321,0.127241
NC_078580.1,NC_078580.1__M__931,931,1069,0,bacteria,0.9998329877853394,0.750320,0.052067,0.067708,0.053875,0.023985,0.052045
NC_078580.1,NC_078580.1__M__981,981,1019,0,bacteria,0.9998475313186646,0.736221,0.058752,0.069233,0.052219,0.029201,0.054375
