contig_id,pad_len,pred_class,reliability
NC_005289.1,500,virus,0.960444
NC_005096.1,0,virus,0.976599
NC_005096.1,100,virus,0.976073
NC_005096.1,200,virus,0.976233
NC_005096.1,500,virus,0.974658
NC_003323.1,0,virus,0.807482
NC_003323.1,100,virus,0.782200
NC_003323.1,200,virus,0.775588
NC_003323.1,500,virus,0.816347
NC_002640.1,0,virus,0.956975
NC_002640.1,100,virus,0.955833
NC_002640.1,200,virus,0.957698
NC_002640.1,500,virus,0.954845
NC_003884.1,0,virus,0.959477
NC_003884.1,100,virus,0.953244
NC_003884.1,200,virus,0.958002
NC_003884.1,500,virus,0.957434
NC_001961.1,0,virus,0.896854
NC_001961.1,100,virus,0.909576
NC_001961.1,200,virus,0.896342
NC_001961.1,500,virus,0.884957
NC_001796.2,0,virus,0.980556
NC_001796.2,100,virus,0.981671
NC_001796.2,200,virus,0.981213
NC_001796.2,500,virus,0.982079
NC_001550.1,0,virus,0.946825
NC_001550.1,100,virus,0.935674
NC_001550.1,200,virus,0.936792
NC_001550.1,500,virus,0.943469
NC_004102.1,0,virus,0.729701
NC_004102.1,100,virus,0.758022
NC_004102.1,200,virus,0.694595
NC_004102.1,500,virus,0.680423
NC_001615.3,0,virus,0.979311
NC_001615.3,100,virus,0.980326
NC_001615.3,200,virus,0.978407
NC_001615.3,500,virus,0.978349
NC_003541.1,0,phage,0.985397
NC_003541.1,100,phage,0.986291
NC_003541.1,200,phage,0.986051
NC_003541.1,500,phage,0.985351
NC_003628.1,0,virus,0.952607
NC_003628.1,100,virus,0.954936
NC_003628.1,200,virus,0.955855
NC_003628.1,500,virus,0.954153
