contig_id,real_len,pred_class,reliability,prob_bacteria,prob_phage,prob_eukarya,prob_archaea,prob_plasmid,prob_virus
NC_079089.1,1686,bacteria,0.9963968396186829,0.690750,0.091908,0.026264,0.054964,0.114690,0.021424
NC_079090.1,1660,bacteria,0.9997963309288025,0.360653,0.104544,0.034185,0.179638,0.043824,0.277157
NC_079091.1,1491,virus,0.9969423413276672,0.289855,0.075420,0.063410,0.049166,0.042623,0.479526
NC_079093.1,1628,virus,0.9998189806938171,0.029925,0.155025,0.219433,0.046115,0.049636,0.499867
NC_079094.1,1324,eukarya,0.9999046325683594,0.026459,0.024292,0.710281,0.028936,0.022298,0.187734
NC_079095.1,1211,virus,0.9999771118164062,0.029690,0.149404,0.045667,0.035844,0.034931,0.704464
NC_079100.1,1703,virus,0.9989470839500427,0.013311,0.015736,0.021123,0.018257,0.013631,0.917942
NC_079112.1,1873,eukarya,0.9958250522613525,0.033024,0.040190,0.807451,0.025201,0.014622,0.079511
NC_079132.1,1566,virus,0.9983510971069336,0.210077,0.071187,0.134873,0.158535,0.134968,0.290360
NC_079133.1,1956,virus,0.980826735496521,0.016091,0.029082,0.040793,0.029428,0.032909,0.851698
NC_074777.1,1011,eukarya,0.9980530738830566,0.052994,0.028845,0.701451,0.036403,0.020957,0.159348
NC_074778.1,1035,eukarya,0.9997014403343201,0.139479,0.055174,0.589050,0.028451,0.036989,0.150857
NC_076143.1,1901,eukarya,0.9994041919708252,0.016054,0.109033,0.765792,0.025918,0.017863,0.065339
NC_076180.1,1671,virus,0.9111195206642151,0.084156,0.140323,0.060800,0.044723,0.082246,0.587752
NC_055107.1,1456,phage,0.9999673366546631,0.225255,0.403143,0.109786,0.051521,0.082069,0.128226
NC_055182.1,1035,archaea,0.9995037317276001,0.045194,0.069801,0.025251,0.815002,0.022181,0.022570
NC_055190.1,1628,virus,0.9999507665634155,0.018152,0.130420,0.028283,0.024571,0.027990,0.770584
NC_055203.1,1180,phage,0.9995692372322083,0.043719,0.855644,0.017662,0.034486,0.023237,0.025251
NC_055218.1,1640,virus,0.9996423721313477,0.054288,0.231889,0.048736,0.046655,0.039533,0.578899
NC_055239.1,1992,eukarya,0.999450147151947,0.130180,0.047249,0.600554,0.041506,0.038755,0.141755
NC_055241.1,1850,archaea,0.9998965263366699,0.284859,0.169876,0.051678,0.350686,0.095510,0.047391
NC_055245.1,1908,plasmid,0.9999066591262817,0.363907,0.059024,0.027749,0.092519,0.430591,0.026209
NC_055246.1,1835,eukarya,0.9994445443153381,0.053078,0.035850,0.513814,0.036596,0.023482,0.337180
NC_055252.1,1871,virus,0.9982010126113892,0.013752,0.097069,0.040208,0.019459,0.027465,0.802049
NC_055257.1,1587,virus,0.9979788661003113,0.015126,0.028710,0.043161,0.023117,0.029954,0.859932
NC_055258.1,1902,virus,0.9993935823440552,0.062275,0.042510,0.234678,0.035997,0.081254,0.543285
NC_055266.1,1017,phage,0.9997976422309875,0.056772,0.598524,0.029578,0.258743,0.023520,0.032862
NC_055270.1,1322,phage,0.9989107847213745,0.132564,0.586492,0.040455,0.041843,0.036469,0.162177
NC_055271.1,1277,phage,0.999904990196228,0.021611,0.791293,0.086615,0.025398,0.027909,0.047174
NC_055272.1,1108,phage,0.9997993111610413,0.136730,0.294920,0.269787,0.085554,0.071724,0.141285
NC_055275.1,1224,eukarya,0.8291180729866028,0.037495,0.041809,0.745934,0.057515,0.094194,0.023054
NC_055276.1,1015,eukarya,0.9858047366142273,0.018152,0.129901,0.708200,0.026157,0.050600,0.066989
NC_055277.1,1298,virus,0.9960116147994995,0.047339,0.170191,0.127579,0.042697,0.036267,0.575926
NC_055280.1,1003,eukarya,0.9991030693054199,0.040193,0.059656,0.635233,0.035569,0.025438,0.203911
NC_055284.1,1324,eukarya,0.9998922348022461,0.023529,0.068196,0.816959,0.022294,0.015746,0.053277
NC_055285.1,1963,virus,0.9997108578681946,0.042010,0.041462,0.043649,0.020351,0.033518,0.819011
NC_055287.1,1930,virus,0.999891996383667,0.016929,0.014868,0.017661,0.014849,0.010902,0.924791
NC_055288.1,1206,eukarya,0.9897156357765198,0.016107,0.022057,0.874387,0.018177,0.017948,0.051324
NC_055291.1,1576,virus,0.997969925403595,0.012513,0.016791,0.015251,0.013400,0.012343,0.929702
NC_055293.1,1290,virus,0.980802059173584,0.029781,0.043302,0.282320,0.034278,0.034450,0.575869
NC_055295.1,1765,virus,0.9993672966957092,0.036562,0.170339,0.053914,0.043798,0.039004,0.656382
NC_055300.1,1870,virus,0.9996364116668701,0.046238,0.048624,0.194914,0.041605,0.028860,0.639758
NC_055305.1,1844,virus,0.9961138963699341,0.027530,0.028498,0.060375,0.157157,0.022464,0.703976
NC_055308.1,1865,archaea,0.9988768696784973,0.036235,0.034995,0.046779,0.621680,0.021009,0.239303
NC_055310.1,1572,virus,0.9981416463851929,0.022396,0.027506,0.113327,0.031679,0.030670,0.774422
NC_055312.1,1744,virus,0.9984923601150513,0.030290,0.036896,0.067626,0.024576,0.023969,0.816644
NC_055316.1,1827,virus,0.9996191263198853,0.020283,0.042308,0.083151,0.040350,0.018039,0.795869
NC_055318.1,1780,eukarya,0.9995335340499878,0.055329,0.036864,0.754425,0.041812,0.040412,0.071159
NC_055322.1,1970,eukarya,0.9998589754104614,0.017733,0.018108,0.884006,0.022394,0.017662,0.040098
NC_055326.1,1924,virus,0.9966809153556824,0.036472,0.049752,0.059408,0.384744,0.028971,0.440653
NC_055328.1,1790,virus,0.9985073208808899,0.073382,0.147603,0.068179,0.051349,0.067391,0.592095
NC_055331.1,1751,eukarya,0.9984198808670044,0.079556,0.194164,0.326247,0.050063,0.102502,0.247469
NC_055334.1,1722,bacteria,0.9923744797706604,0.494495,0.098398,0.181548,0.067046,0.075608,0.082905
NC_055336.1,1785,eukarya,0.999748170375824,0.058227,0.048481,0.515803,0.127444,0.050899,0.199146
NC_055340.1,1818,eukarya,0.9996856451034546,0.023497,0.029059,0.788478,0.033654,0.015474,0.109838
NC_055342.1,1827,virus,0.9988734126091003,0.039627,0.041856,0.279847,0.165968,0.030433,0.442270
NC_055347.1,1834,virus,0.9935892820358276,0.021075,0.035923,0.057814,0.021433,0.023190,0.840564
NC_055350.1,1833,eukarya,0.9942260384559631,0.055980,0.048623,0.506927,0.045679,0.027035,0.315755
NC_055351.1,1726,eukarya,0.9983195662498474,0.017850,0.023598,0.848136,0.024362,0.017765,0.068289
NC_055355.1,1721,eukarya,0.8302398920059204,0.057101,0.046474,0.480468,0.053561,0.026007,0.336390
NC_055358.1,1692,phage,0.9919514656066895,0.094932,0.419693,0.119201,0.100549,0.053999,0.211626
NC_055362.1,1795,bacteria,0.997671902179718,0.243320,0.235794,0.096063,0.088534,0.115804,0.220485
NC_055365.1,1949,bacteria,0.9997479319572449,0.354143,0.205353,0.106995,0.180997,0.058234,0.094278
NC_055366.1,1673,eukarya,0.9998472929000854,0.021046,0.028664,0.816975,0.024321,0.021641,0.087354
NC_055371.1,1732,eukarya,0.9997161030769348,0.086823,0.065976,0.459652,0.167203,0.060018,0.160328
NC_055372.1,1758,virus,0.9978234767913818,0.027594,0.028504,0.043590,0.046009,0.015624,0.838679
NC_055375.1,1269,virus,0.999977707862854,0.136989,0.241917,0.069733,0.056197,0.089994,0.405170
NC_055378.1,1802,virus,0.9991242289543152,0.017879,0.022852,0.026635,0.020318,0.015634,0.896682
NC_055381.1,1758,archaea,0.9996629953384399,0.067036,0.090945,0.077190,0.454341,0.031340,0.279148
NC_055386.1,1362,virus,0.9998841285705566,0.141470,0.265910,0.156721,0.074272,0.047585,0.314041
NC_055387.1,1786,virus,0.9924178123474121,0.070421,0.129218,0.231307,0.076651,0.038506,0.453897
NC_055391.1,1613,bacteria,0.9973692893981934,0.866202,0.039217,0.016990,0.026497,0.036983,0.014110
NC_055392.1,1303,eukarya,0.9998261332511902,0.021996,0.027099,0.817535,0.065587,0.025924,0.041859
NC_055398.1,1736,virus,0.9992708563804626,0.065358,0.054166,0.058789,0.059317,0.026732,0.735638
NC_055401.1,1725,virus,0.993794322013855,0.033632,0.060904,0.055964,0.035455,0.024358,0.789686
NC_055403.1,1732,phage,0.999843955039978,0.131844,0.561910,0.078115,0.094683,0.062977,0.070471
NC_055405.1,1701,virus,0.9993383288383484,0.108008,0.110888,0.223802,0.057645,0.097772,0.401886
NC_055415.1,1864,virus,0.9983510971069336,0.015469,0.018747,0.018657,0.012568,0.009744,0.924814
NC_055417.1,1685,bacteria,0.9999430179595947,0.475210,0.067162,0.066125,0.058410,0.027408,0.305685
NC_055422.1,1978,virus,0.9996747970581055,0.022503,0.024161,0.051878,0.026590,0.018654,0.856215
NC_055424.1,1762,virus,0.9995927214622498,0.029937,0.044821,0.337386,0.040319,0.030192,0.517346
NC_055428.1,1830,eukarya,0.9994557499885559,0.012417,0.019450,0.925703,0.014106,0.011801,0.016523
NC_055431.1,1404,virus,0.9970543384552002,0.105417,0.060233,0.037699,0.034445,0.036301,0.725906
NC_055533.1,1319,archaea,0.9998389482498169,0.033862,0.046368,0.175248,0.676889,0.023115,0.044517
NC_055535.1,1463,eukarya,0.9996669292449951,0.032278,0.083665,0.485398,0.313629,0.022732,0.062299
NC_055536.1,1581,archaea,0.9997172951698303,0.280685,0.053900,0.074636,0.495579,0.032917,0.062282
NC_055537.1,1617,bacteria,0.9995872378349304,0.409689,0.085942,0.162290,0.070755,0.048652,0.222671
NC_055633.1,1290,virus,0.999993085861206,0.011621,0.017093,0.021996,0.014332,0.011270,0.923688
NC_055635.1,1302,archaea,0.9999418258666992,0.035554,0.038572,0.043245,0.476548,0.020664,0.385417
NC_055643.1,1106,archaea,0.9999598264694214,0.024819,0.163937,0.043082,0.564601,0.033816,0.169746
NC_055644.1,1342,phage,0.9999769926071167,0.063820,0.390302,0.117698,0.075020,0.049298,0.303862
NC_055645.1,1323,phage,0.9993336796760559,0.032733,0.529221,0.069343,0.167650,0.045267,0.155786
NC_055646.1,1387,virus,0.9999444484710693,0.028593,0.059298,0.169045,0.102433,0.066913,0.573719
NC_055649.1,1514,archaea,0.9999538660049438,0.040558,0.036830,0.032188,0.839350,0.019930,0.031144
NC_055650.1,1744,virus,0.9996243715286255,0.025413,0.267707,0.045625,0.060316,0.040597,0.560343
NC_055651.1,1233,virus,0.9998433589935303,0.030201,0.052421,0.240915,0.143960,0.025515,0.506988
NC_052683.1,1738,eukarya,0.9988256096839905,0.178577,0.099465,0.290490,0.161455,0.109459,0.160553
NC_052684.1,1614,eukarya,0.9998743534088135,0.098140,0.122207,0.282898,0.184145,0.110766,0.201844
NC_052927.1,1725,virus,0.9996414184570312,0.024901,0.058579,0.115061,0.279893,0.027034,0.494532
NC_052928.1,1608,virus,0.999333918094635,0.014240,0.012650,0.016604,0.014192,0.011716,0.930598
NC_043032.1,1527,virus,0.9999854564666748,0.027678,0.252087,0.174425,0.046470,0.037433,0.461907
NC_043038.1,1959,eukarya,0.9999336004257202,0.065572,0.157103,0.420078,0.104319,0.037749,0.215179
NC_043041.1,1148,phage,0.9999672174453735,0.032363,0.748176,0.028487,0.114711,0.024341,0.051922
NC_043047.1,1176,phage,0.9990031123161316,0.028687,0.493902,0.060180,0.031158,0.024944,0.361129
NC_043050.1,1087,virus,0.9986385703086853,0.018707,0.020182,0.071754,0.020817,0.018722,0.849819
NC_043064.1,1638,virus,0.9998058676719666,0.009786,0.020848,0.016482,0.012154,0.015138,0.925591
NC_043068.1,1458,virus,0.9998496770858765,0.059235,0.292264,0.033246,0.039723,0.034225,0.541307
NC_043070.1,1526,virus,0.9994593262672424,0.031383,0.056105,0.062230,0.036242,0.018224,0.795816
NC_043075.1,1989,virus,0.9983639121055603,0.011883,0.024700,0.016143,0.016962,0.013988,0.916324
NC_043080.1,1120,virus,0.9997515082359314,0.021665,0.041961,0.061006,0.017382,0.020552,0.837434
NC_043083.1,1408,virus,0.9991641044616699,0.018116,0.039432,0.039652,0.017886,0.015170,0.869743
NC_043089.1,1115,eukarya,0.999954342842102,0.011467,0.011899,0.934315,0.013646,0.015096,0.013577
NC_043091.1,1379,virus,0.9996458292007446,0.027562,0.096403,0.093823,0.044251,0.030606,0.707355
NC_043104.1,1795,eukarya,0.9984650611877441,0.024037,0.069918,0.763394,0.036285,0.023223,0.083143
NC_043111.1,1011,bacteria,0.9999008178710938,0.528186,0.044380,0.205200,0.106965,0.020884,0.094384
NC_043112.1,1011,virus,0.9968703389167786,0.088930,0.039069,0.192696,0.028399,0.027633,0.623273
NC_043113.1,1011,virus,0.9987232089042664,0.020182,0.016416,0.027571,0.012688,0.014011,0.909132
NC_043114.1,1011,virus,0.9999032020568848,0.023197,0.023667,0.025651,0.017012,0.014193,0.896280
NC_043115.1,1035,eukarya,0.9974283576011658,0.060886,0.031399,0.670697,0.047550,0.022592,0.166877
NC_043116.1,1035,bacteria,0.9990628361701965,0.317401,0.150078,0.074506,0.103953,0.078035,0.276026
NC_043117.1,1011,virus,0.9997019171714783,0.068558,0.029793,0.207506,0.032916,0.023523,0.637704
NC_043118.1,1011,virus,0.9997357726097107,0.030630,0.036802,0.259375,0.028866,0.033983,0.610342
NC_043124.1,1262,virus,0.9958913326263428,0.030555,0.077606,0.306904,0.024883,0.026970,0.533081
NC_043126.1,1564,plasmid,0.9999504089355469,0.115312,0.187694,0.139346,0.041127,0.404266,0.112255
NC_043132.1,1731,virus,0.9997043013572693,0.011567,0.018983,0.021416,0.018282,0.016687,0.913064
NC_043134.1,1815,virus,0.9999356269836426,0.015669,0.032017,0.052359,0.020864,0.049720,0.829372
NC_043135.1,1867,phage,0.9998537302017212,0.062559,0.524887,0.199627,0.099171,0.056977,0.056779
NC_043136.1,1772,virus,0.9980467557907104,0.009800,0.018648,0.023651,0.011680,0.014726,0.921495
NC_043137.1,1298,phage,0.9988137483596802,0.040638,0.637378,0.098959,0.039164,0.034407,0.149455
NC_043138.1,1888,eukarya,0.9982106685638428,0.026763,0.054035,0.604093,0.028256,0.037352,0.249501
NC_043139.1,1719,virus,0.9987921118736267,0.011154,0.025556,0.036082,0.014301,0.015973,0.896935
NC_043140.1,1306,virus,0.9997273087501526,0.017482,0.204488,0.058379,0.024687,0.028193,0.666770
NC_043142.1,1754,eukarya,0.9996604919433594,0.024631,0.169517,0.392658,0.034115,0.028102,0.350976
NC_043143.1,1720,phage,0.9998611211776733,0.020980,0.609589,0.096254,0.023949,0.021805,0.227424
NC_043144.1,1675,phage,0.9999393224716187,0.052903,0.813991,0.026378,0.031720,0.042134,0.032874
NC_043145.1,1720,virus,0.9997883439064026,0.030549,0.333207,0.033866,0.032719,0.034165,0.535495
NC_043146.1,1642,virus,0.9990338087081909,0.023696,0.228044,0.072604,0.025025,0.027182,0.623449
NC_043147.1,1719,phage,0.9999021291732788,0.022191,0.833601,0.029954,0.025782,0.029492,0.058979
NC_043148.1,1707,phage,0.9999767541885376,0.022721,0.506267,0.042543,0.029467,0.036190,0.362812
NC_043150.1,1140,eukarya,0.9995933175086975,0.069880,0.156717,0.379920,0.040474,0.111971,0.241038
NC_043151.1,1989,virus,0.9990912675857544,0.123962,0.232021,0.072537,0.052115,0.131497,0.387868
NC_043152.1,1625,phage,0.9999490976333618,0.034147,0.655211,0.065624,0.042747,0.033789,0.168482
NC_043153.1,1605,phage,0.9992724061012268,0.035962,0.887256,0.013045,0.016803,0.021509,0.025425
NC_043154.1,1590,virus,0.9983295798301697,0.026497,0.072568,0.338313,0.026391,0.049710,0.486520
NC_043155.1,1147,phage,0.9996763467788696,0.021581,0.411697,0.372128,0.028674,0.033318,0.132602
NC_043156.1,1439,virus,0.9999449253082275,0.020735,0.150057,0.027699,0.019472,0.021263,0.760773
NC_043157.1,1724,virus,0.9996752738952637,0.015874,0.056580,0.028754,0.019837,0.036085,0.842870
NC_043158.1,1645,phage,0.9997448325157166,0.040104,0.442208,0.055601,0.031291,0.077348,0.353448
NC_043159.1,1540,eukarya,0.9998682737350464,0.030938,0.200405,0.588882,0.042738,0.041903,0.095134
NC_043160.1,1548,virus,0.9997343420982361,0.021566,0.053516,0.393343,0.033847,0.036827,0.460901
NC_043161.1,1591,virus,0.999455988407135,0.024900,0.268581,0.160618,0.039657,0.046461,0.459783
NC_043162.1,1622,virus,0.999968409538269,0.020917,0.080165,0.054099,0.025679,0.019308,0.799832
NC_043163.1,1685,phage,0.9997921586036682,0.016244,0.925467,0.011481,0.015136,0.015271,0.016402
NC_043164.1,1560,virus,0.9981607794761658,0.047689,0.219459,0.189985,0.044216,0.163471,0.335180
NC_043166.1,1514,virus,0.9975134134292603,0.020526,0.054947,0.326212,0.029118,0.026286,0.542911
NC_043167.1,1934,virus,0.9988275170326233,0.013614,0.024308,0.024897,0.016475,0.013936,0.906771
NC_043169.1,1625,virus,0.9986134767532349,0.017933,0.053896,0.113201,0.021297,0.025886,0.767788
NC_043170.1,1612,phage,0.9994342923164368,0.065033,0.381608,0.252760,0.038615,0.086375,0.175609
NC_043173.1,1711,eukarya,0.9947103261947632,0.027975,0.040038,0.696349,0.048052,0.023176,0.164409
NC_043174.1,1705,virus,0.9995285272598267,0.024248,0.141350,0.056430,0.025452,0.026123,0.726397
NC_043177.1,1635,phage,0.9999481439590454,0.055639,0.857901,0.016123,0.019868,0.020695,0.029774
NC_043181.1,1265,virus,0.9998202919960022,0.013080,0.023401,0.015703,0.013065,0.010572,0.924179
NC_043186.1,1522,eukarya,0.9999415874481201,0.022298,0.049953,0.822970,0.020735,0.015796,0.068247
NC_043187.1,1233,eukarya,0.999630331993103,0.014492,0.055061,0.862528,0.020297,0.018555,0.029066
NC_043188.1,1179,phage,0.9999517202377319,0.037081,0.804627,0.040775,0.024827,0.024513,0.068176
NC_043189.1,1186,eukarya,0.9992121458053589,0.011117,0.016935,0.932641,0.013006,0.011416,0.014886
NC_043191.1,1200,eukarya,0.9427402019500732,0.030886,0.042266,0.615856,0.021963,0.019574,0.269454
NC_043192.1,1236,virus,0.996749997138977,0.037875,0.037070,0.250734,0.027999,0.040708,0.605615
NC_043196.1,1248,bacteria,0.5743372440338135,0.330476,0.076285,0.081928,0.131583,0.078839,0.300888
NC_043198.1,1005,phage,0.9985118508338928,0.023171,0.461296,0.041878,0.026736,0.026639,0.420279
NC_043367.1,1318,virus,0.999936580657959,0.148814,0.197597,0.197700,0.067356,0.126932,0.261601
NC_043371.1,1240,eukarya,0.9944570064544678,0.014083,0.014273,0.910075,0.015515,0.013815,0.032239
NC_043373.1,1652,phage,0.9996103644371033,0.030436,0.869507,0.019030,0.021061,0.021628,0.038338
NC_043384.1,1800,virus,0.9989703893661499,0.010781,0.019573,0.013478,0.012376,0.012304,0.931487
NC_043387.1,1794,virus,0.9998506307601929,0.017028,0.011463,0.037756,0.014949,0.014818,0.903986
NC_043390.1,1265,eukarya,0.9999406337738037,0.068413,0.035570,0.743047,0.078356,0.024914,0.049700
NC_043392.1,1928,virus,0.9999555349349976,0.025795,0.415676,0.043977,0.031865,0.025890,0.456798
NC_043394.1,1607,phage,0.9996137022972107,0.016114,0.913732,0.013294,0.017169,0.014763,0.024928
NC_043395.1,1220,virus,0.9933079481124878,0.021555,0.044873,0.045722,0.016205,0.016490,0.855155
NC_043396.1,1754,eukarya,0.9969258904457092,0.042485,0.147235,0.696573,0.026994,0.026936,0.059777
NC_043397.1,1555,virus,0.9967790246009827,0.035312,0.044471,0.398992,0.030813,0.032656,0.457756
NC_043401.1,1519,virus,0.9988549947738647,0.067367,0.323354,0.086868,0.030267,0.048667,0.443477
NC_043404.1,1928,eukarya,0.7913605570793152,0.015408,0.013923,0.913552,0.021928,0.017301,0.017888
NC_043409.1,1960,virus,0.9903464913368225,0.013755,0.034094,0.036973,0.033025,0.015655,0.866499
NC_043420.1,1777,phage,0.9993293285369873,0.043964,0.845344,0.017223,0.020574,0.049498,0.023397
NC_043421.1,1603,phage,0.9996091723442078,0.095214,0.282886,0.229574,0.050696,0.110059,0.231570
NC_043422.1,1646,eukarya,0.9963756203651428,0.019513,0.060463,0.689965,0.023993,0.020960,0.185106
NC_043423.1,1832,virus,0.9988667964935303,0.034726,0.140427,0.068153,0.031495,0.074457,0.650742
NC_043425.1,1479,phage,0.9992177486419678,0.019881,0.438711,0.142798,0.030547,0.029431,0.338631
NC_043426.1,1329,virus,0.3415917158126831,0.032701,0.027982,0.021642,0.016501,0.012671,0.888502
NC_043430.1,1221,eukarya,0.9096611142158508,0.034186,0.187583,0.689777,0.023600,0.017875,0.046980
NC_043435.1,1485,virus,0.9973692893981934,0.017780,0.015818,0.045805,0.022183,0.021378,0.877035
NC_043437.1,1479,virus,0.9994561076164246,0.027029,0.032861,0.051001,0.044924,0.015812,0.828374
NC_043441.1,1443,archaea,0.999981164932251,0.114970,0.071337,0.084164,0.570680,0.048237,0.110614
NC_043452.1,1681,archaea,0.9977579712867737,0.104999,0.153287,0.279338,0.281334,0.076789,0.104253
NC_043478.1,1520,phage,0.9967963099479675,0.082334,0.312849,0.058690,0.214655,0.060692,0.270780
NC_043479.1,1967,virus,0.9928818941116333,0.011401,0.018363,0.016026,0.013913,0.015207,0.925091
NC_043480.1,1010,eukarya,0.9997312426567078,0.022966,0.042405,0.690906,0.099174,0.019889,0.124660
NC_043501.1,1942,eukarya,0.999683141708374,0.045623,0.322717,0.477986,0.063227,0.030766,0.059680
NC_043511.1,1907,virus,0.9996009469032288,0.027898,0.040219,0.159442,0.059965,0.034353,0.678124
NC_043522.1,1589,eukarya,0.9920327663421631,0.022899,0.026014,0.843327,0.025378,0.019958,0.062423
NC_043527.1,1641,virus,0.998042106628418,0.170856,0.259059,0.126904,0.104868,0.043659,0.294653
NC_043566.1,1034,eukarya,0.9997420907020569,0.028856,0.024527,0.777668,0.052576,0.016578,0.099795
NC_043572.1,1018,eukarya,0.9999089241027832,0.046673,0.035737,0.570150,0.108890,0.030259,0.208291
NC_043574.1,1016,phage,0.9997150301933289,0.049229,0.442123,0.275461,0.106885,0.041441,0.084861
NC_043610.1,1744,virus,0.9930530190467834,0.023550,0.031582,0.085669,0.030727,0.023986,0.804486
NC_043613.1,1114,bacteria,0.9992474317550659,0.607402,0.082549,0.057762,0.172640,0.033809,0.045837
NC_043622.1,1256,eukarya,0.9960018992424011,0.055475,0.205967,0.337428,0.066859,0.093931,0.240340
NC_043626.1,1344,archaea,0.9999784231185913,0.022153,0.049946,0.039615,0.652614,0.032554,0.203118
NC_043631.1,1077,archaea,0.9936216473579407,0.028124,0.153998,0.021308,0.746094,0.026136,0.024339
NC_043644.1,1906,virus,0.999972939491272,0.055908,0.170070,0.029496,0.046673,0.059971,0.637881
NC_043681.1,1142,virus,0.9984142780303955,0.027123,0.085160,0.168303,0.047746,0.032718,0.638949
NC_043686.1,1089,virus,0.9937503933906555,0.084401,0.330661,0.141894,0.050903,0.041008,0.351133
NC_043689.1,1049,archaea,0.995913565158844,0.209079,0.209511,0.071274,0.246465,0.211575,0.052096
NC_040387.1,1707,phage,0.9993979930877686,0.064000,0.570954,0.075437,0.035978,0.065951,0.187680
NC_040388.1,1475,phage,0.9995562434196472,0.086007,0.718227,0.020522,0.022443,0.091554,0.061246
NC_040397.1,1990,virus,0.9996392726898193,0.066988,0.069383,0.063237,0.030959,0.038121,0.731312
NC_040398.1,1731,eukarya,0.9980641007423401,0.029465,0.044233,0.567038,0.033306,0.026005,0.299953
NC_040410.1,1686,virus,0.999942421913147,0.016028,0.029603,0.024055,0.018274,0.020672,0.891369
NC_040411.1,1194,virus,0.9998928308486938,0.021168,0.133499,0.036007,0.023899,0.026565,0.758861
NC_040418.1,1094,phage,0.9811170697212219,0.160706,0.717907,0.026516,0.023610,0.050935,0.020326
NC_040420.1,1900,virus,0.9999123811721802,0.033838,0.163317,0.057466,0.033698,0.032595,0.679087
NC_040424.1,1292,eukarya,0.9980200529098511,0.011693,0.018105,0.925451,0.014975,0.014191,0.015585
NC_040439.1,1700,phage,0.9955171942710876,0.030089,0.822664,0.042896,0.018936,0.020947,0.064469
NC_040441.1,1137,phage,0.9999233484268188,0.016800,0.922603,0.013792,0.015498,0.014828,0.016478
NC_040442.1,1278,phage,0.9999586343765259,0.090511,0.690032,0.027961,0.041440,0.077829,0.072227
NC_040446.1,1861,bacteria,0.9995296001434326,0.522366,0.122566,0.024464,0.027517,0.139885,0.163201
NC_040448.1,1598,virus,0.997541069984436,0.026463,0.131105,0.055722,0.084636,0.026422,0.675652
NC_040449.1,1545,eukarya,0.973235547542572,0.052340,0.085047,0.493936,0.049100,0.033130,0.286447
NC_040451.1,1847,eukarya,0.998887836933136,0.040696,0.049730,0.441349,0.039355,0.038638,0.390231
NC_040452.1,1509,virus,0.9993243217468262,0.014517,0.017449,0.028171,0.013537,0.010901,0.915425
NC_040453.1,1486,eukarya,0.7876319289207458,0.013603,0.020751,0.918306,0.013895,0.012248,0.021197
NC_040454.1,1592,virus,0.9756889939308167,0.063389,0.119618,0.258374,0.103136,0.049005,0.406478
NC_040455.1,1406,eukarya,0.9194748401641846,0.013256,0.017166,0.912740,0.021388,0.013164,0.022285
NC_040456.1,1801,virus,0.9995530247688293,0.021589,0.029959,0.107052,0.024775,0.026448,0.790177
NC_040457.1,1893,virus,0.9993407130241394,0.057087,0.127378,0.167170,0.036272,0.037084,0.575009
NC_040458.1,1645,virus,0.9999302625656128,0.021838,0.026926,0.071910,0.034434,0.021271,0.823622
NC_040463.1,1912,virus,0.9943689703941345,0.045020,0.165650,0.255005,0.075332,0.039921,0.419073
NC_040470.1,1956,eukarya,0.9787917137145996,0.059850,0.097190,0.655454,0.035727,0.020201,0.131579
NC_040474.1,1620,eukarya,0.9997628331184387,0.048772,0.026536,0.747657,0.024933,0.026775,0.125328
NC_040477.1,1182,phage,0.9998251795768738,0.182761,0.481529,0.046901,0.048817,0.062133,0.177859
NC_040480.1,1687,bacteria,0.999924898147583,0.566887,0.060203,0.105644,0.038214,0.170459,0.058593
NC_040481.1,1847,virus,0.9934998750686646,0.021129,0.032417,0.017982,0.016734,0.018102,0.893636
NC_040482.1,1134,eukarya,0.9998981952667236,0.010405,0.041072,0.864523,0.018490,0.043692,0.021818
NC_040483.1,1569,phage,0.9989120960235596,0.043844,0.604929,0.049227,0.029307,0.033106,0.239588
NC_040484.1,1654,virus,0.9984502792358398,0.016723,0.188291,0.042334,0.020062,0.018572,0.714016
NC_040486.1,1750,eukarya,0.9984934329986572,0.018672,0.065795,0.747802,0.024452,0.024429,0.118850
NC_040489.1,1539,virus,0.9304479360580444,0.077708,0.200916,0.093726,0.036914,0.045942,0.544794
NC_040490.1,1211,eukarya,0.632364809513092,0.035177,0.022731,0.809449,0.019824,0.044492,0.068328
NC_040492.1,1757,eukarya,0.989664614200592,0.076198,0.080419,0.649714,0.059061,0.065826,0.068781
NC_040498.1,1275,phage,0.9996863603591919,0.044825,0.371721,0.214864,0.052551,0.042193,0.273844
NC_040500.1,1975,eukarya,0.9999158382415771,0.209966,0.102210,0.392277,0.061297,0.101188,0.133063
NC_040505.1,1146,phage,0.9998596906661987,0.120314,0.793512,0.016375,0.019980,0.029837,0.019981
NC_040517.1,1420,eukarya,0.9997064471244812,0.039925,0.153689,0.700489,0.026775,0.031690,0.047433
NC_040521.1,1833,virus,0.999943733215332,0.019097,0.021787,0.026367,0.040800,0.017414,0.874535
NC_040683.1,1702,virus,0.9998683929443359,0.120447,0.154462,0.041945,0.043118,0.041603,0.598425
NC_040713.1,1134,phage,0.9998688697814941,0.029471,0.489457,0.188559,0.030718,0.074204,0.187590
NC_040732.1,1975,eukarya,0.9985125660896301,0.018687,0.021790,0.869471,0.021164,0.019309,0.049579
NC_040733.1,1482,virus,0.9991125464439392,0.022041,0.028277,0.079782,0.024478,0.023529,0.821893
NC_040735.1,1597,virus,0.9958701729774475,0.013838,0.015315,0.022195,0.018261,0.013025,0.917367
