contig_id,pad_len,pred_class,reliability
NC_006550.1,100,virus,0.999906
NC_006550.1,200,virus,0.999958
NC_006550.1,500,virus,0.999925
NC_006062.1,0,eukarya,0.999353
NC_006062.1,100,virus,0.999177
NC_006062.1,200,eukarya,0.999641
NC_006062.1,500,bacteria,0.999577
NC_005287.1,0,virus,0.958378
NC_005287.1,100,virus,0.962753
NC_005287.1,200,virus,0.990676
NC_005287.1,500,virus,0.995480
NC_005289.1,0,virus,0.996110
NC_005289.1,100,virus,0.998052
NC_005289.1,200,virus,0.998600
NC_005289.1,500,virus,0.997691
NC_005096.1,0,virus,0.999664
NC_005096.1,100,virus,0.999506
NC_005096.1,200,virus,0.999797
NC_005096.1,500,virus,0.999873
NC_003323.1,0,virus,0.945895
NC_003323.1,100,virus,0.988088
NC_003323.1,200,virus,0.987984
NC_003323.1,500,bacteria,0.971304
NC_002640.1,0,virus,0.999225
NC_002640.1,100,virus,0.997839
NC_002640.1,200,virus,0.999435
NC_002640.1,500,virus,0.999492
NC_003884.1,0,virus,0.999286
NC_003884.1,100,virus,0.998186
NC_003884.1,200,virus,0.999395
NC_003884.1,500,virus,0.999581
NC_001961.1,0,virus,0.977578
NC_001961.1,100,virus,0.993265
NC_001961.1,200,virus,0.995663
NC_001961.1,500,virus,0.995846
NC_001796.2,0,virus,0.999132
NC_001796.2,100,virus,0.999174
NC_001796.2,200,virus,0.999663
NC_001796.2,500,virus,0.999338
NC_001550.1,0,virus,0.998193
NC_001550.1,100,bacteria,0.998160
NC_001550.1,200,bacteria,0.999361
NC_001550.1,500,bacteria,0.999487
NC_004102.1,0,virus,0.496594
NC_004102.1,100,virus,0.629233
NC_004102.1,200,virus,0.824797
NC_004102.1,500,virus,0.899649
NC_001615.3,0,virus,0.998294
NC_001615.3,100,virus,0.997653
NC_001615.3,200,virus,0.998852
NC_001615.3,500,virus,0.998675
NC_003541.1,0,plasmid,0.999956
NC_003541.1,100,phage,0.999930
NC_003541.1,200,bacteria,0.999961
NC_003541.1,500,bacteria,0.999961
NC_003628.1,0,virus,0.993343
NC_003628.1,100,virus,0.998007
NC_003628.1,200,virus,0.997644
NC_003628.1,500,virus,0.995735
