contig_id,pad_len,pred_class,reliability
NC_005289.1,0,virus,0.995259
NC_005289.1,100,virus,0.996752
NC_005289.1,200,virus,0.995183
NC_005289.1,500,virus,0.995356
NC_005096.1,0,virus,0.999663
NC_005096.1,100,virus,0.999659
NC_005096.1,200,virus,0.999706
NC_005096.1,500,virus,0.999721
NC_003323.1,0,virus,0.946365
NC_003323.1,100,virus,0.964107
NC_003323.1,200,virus,0.940107
NC_003323.1,500,virus,0.945797
NC_002640.1,0,virus,0.999148
NC_002640.1,100,virus,0.998078
NC_002640.1,200,virus,0.998802
NC_002640.1,500,virus,0.998836
NC_003884.1,0,virus,0.999378
NC_003884.1,100,virus,0.999121
NC_003884.1,200,virus,0.999354
NC_003884.1,500,virus,0.999315
NC_001961.1,0,virus,0.984919
NC_001961.1,100,virus,0.988941
NC_001961.1,200,virus,0.984334
NC_001961.1,500,virus,0.982306
NC_001796.2,0,virus,0.999045
NC_001796.2,100,virus,0.999011
NC_001796.2,200,virus,0.999066
NC_001796.2,500,virus,0.998874
NC_001550.1,0,virus,0.998587
NC_001550.1,100,virus,0.998476
NC_001550.1,200,virus,0.998553
NC_001550.1,500,virus,0.998950
NC_004102.1,0,virus,0.562663
NC_004102.1,100,virus,0.508446
NC_004102.1,200,virus,0.570238
NC_004102.1,500,virus,0.581546
NC_001615.3,0,virus,0.998153
NC_001615.3,100,virus,0.997742
NC_001615.3,200,virus,0.996867
NC_001615.3,500,virus,0.997077
NC_003541.1,0,phage,0.999961
NC_003541.1,100,phage,0.999959
NC_003541.1,200,phage,0.999951
NC_003541.1,500,phage,0.999961
NC_003628.1,0,virus,0.993247
NC_003628.1,100,virus,0.997161
NC_003628.1,200,virus,0.993574
NC_003628.1,500,virus,0.992279
